Code,Address,Tell,X,Y
5065,"충청남도 논산시 내동 382-32 번지 우리메가박스타운 3,4층",02-1544-0070,127.0990291,36.18989757
5064,충청남도 천안시 동남구 신부동 363-2 번지 신세계백화점 충청점 B관 4층 CGV 천안터미널,1544-1122,127.1542863,36.81939483
5063,충청남도 금산군 금산읍 334-24 번지,041-751-7668,127.4907476,36.09927696
5061,충청남도 청양군 청양읍 191-5 번지 청양군문화체육센타,041-942-7053,126.7687121,36.4473467
5060,충청남도 보령시 대천동 324-4 번지 CGV 보령,041-935-0705,126.592857,36.34957782
5059,충청남도 보령시 대천동 422-4 번지,041-936-4503,126.5907426,36.3520762
5058,충청남도 홍성군 홍북읍 555 번지 6층 메가박스 홍성내포점,02-1544-0070,126.6282051,36.6257867
5057,충청남도 태안군 태안읍 8-2 번지 동문리,041-673-2192,126.3111864,36.75513357
5056,충청남도 예산군 예산읍 233-4 번지,041-335-2331,126.8625164,36.67891221
5055,충청남도 부여군 부여읍 617 번지 3층,041-837-4501,126.9525055,36.3181661
5054,충청남도 천안시 동남구 문화동 99-1 번지 파리빌딩 지하1층,041-622-5772,127.1520961,36.80710412
5053,충청남도 천안시 동남구 문화동 101-2 번지 천안시 영상미디어센터,041-415-0098,127.1520532,36.80827224
5051,충청남도 서천군 장항읍 137-1 번지 기벌포영화관,041-956-7939,126.6914267,36.02115188
5049,충청남도 서산시 동문동 1029-1 번지 서산 디퍼아울렛,1544-1122,126.4564611,36.77856467
5046,충청남도 당진시 읍내동 1532 번지 읍내동,1544-1122,126.6303463,36.90193651
5045,충청남도 아산시 모종동 555-5 번지 아산터미널영화관 9~10층,1544-8855,127.0158206,36.78473527
5043,충청남도 천안시 서북구 불당동 1289 번지 펜타포트 주상복합상가 5F,1544-1122,127.1013752,36.79828786
5041,충청남도 홍성군 홍성읍 1042 번지 5층,1544-1122,126.6762807,36.60107184
5039,충청남도 서산시 동문동 193-1 번지,1544-8855,126.4656683,36.77885602
5038,세종특별자치시 강서구 조치원읍 24-1 번지,1544-0070,127.2697257,36.57029333
5034,충청남도 홍성군 홍북읍 88-47 번지,041-631-8123,126.6622268,36.64338317
5027,충청남도 천안시 동남구 대흥동 102-10 번지 오렌지시네스타 5층,1544-1122,127.1483881,36.80769618
5026,충청남도 부여군 부여읍 구아리 209-1 번지,041-833-9999,126.9117019,36.28140362
5023,충청남도 천안시 서북구 두정동 68-16 번지 센트하임프라자 3층,1544-0070,127.1478941,36.83243776
5021,충청남도 공주시 신관동 248-11 번지,1544-0070,127.1388788,36.47356023
4052,충청북도 제천시 모산동 203-13 번지,043-641-4933,128.2120912,37.17627817
4051,충청북도 음성군 음성읍 536-6 번지 설성문화회관 3층,,127.6905703,36.93486205
4050,충청북도 제천시 강제동 304-21 번지,1544-1122,128.2219327,37.1235054
4049,충청북도 보은군 보은읍 116-1 번지,070-5117-5819,127.7485367,36.50898693
4048,"충청북도 충주시 교현동 539-1 번지 5,6,7,8층",070-7525-0037,127.9278462,36.98101443
4047,"충청북도 충주시 중원대로 3683 (3, 4층)",1544-8855,127.898156,36.96148211
4046,충청북도 음성군 맹동면 500 번지 동성리,070-4252-9830,127.5137148,36.93035656
4045,충청북도 청주시 흥덕구 가경동 1416-3 번지 8층,043-232-6344,127.4312372,36.62617401
4044,충청북도 청주시 서원구 사창동 488 번지,02-1544-0070,127.4604464,36.63256811
4043,충청북도 청주시 상당구 율량동 500-3 번지 그랜드 프라자 청주 3관 2층,,127.5397081,36.56909028
4042,충청북도 괴산군 칠성면 율원리 4-7 번지,043-760-4303,127.8587512,36.77602352
4041,충청북도 옥천군 옥천읍 408-15 번지 향수시네마,,127.5753055,36.30389555
4039,충청북도 청주시 상당구 용암동 1703 번지,1544-8855,127.503085,36.60702586
4038,충청북도 영동군 영동읍 679-4 번지 영동 레인보우 영화관,043-743-7718,127.7774646,36.17302833
4037,충청북도 진천군 진천읍 652 번지 진천터미널,1544-0070,127.4394972,36.85992684
4036,"충청북도 청주시 흥덕구 복대동 288-14 번지 3,4층",1544-1122,127.4276124,36.64233356
4031,충청북도 청주시 흥덕구 비하동 811 번지 롯데아울렛 4층,1544-8855,127.4215819,36.64512947
4024,충청북도 청주시 상당구 북문로1가 170-1 번지,1544-1122,127.4880959,36.63524855
4019,충청북도 청원군 강외면 서평리 600-4 번지,043-238-0590,127.5092184,36.71256004
4017,충청북도 청주시 상당구 서문동 29-2 번지,1544-1122,127.4869364,36.63498063
4014,충청북도 청원군 오창읍 양청리 820-1 번지 메가시티 4층 메가박스 오창,02-1544-0070,127.5092184,36.71256004
4012,충청북도 충주시 성서동 273 번지,1544-0070,127.9328325,36.97122411
3220,강원도 인제군 기린면 3-1 번지 기린체육문화센터 2층,033-460-8973,128.3571833,38.0191011
3218,강원도 춘천시 석사동 980 번지 춘천 NH타운_ENTA 2층,1544-0070,127.7480948,37.86327642
3217,강원도 인제군 북면 원통리 459-4 번지 2층,,128.2066744,38.12015085
3216,강원도 고성군 간성읍 146-3 번지 달홀문화센터,033-680-4068,128.4740097,38.37912264
3215,강원도 속초시 금호동 473-235 번지 속초센텀마크 3층 롯데시네마,,128.5888284,38.20319434
3214,강원도 정선군 고한읍 63-54 번지 고한작은영화관,033-592-7053,128.8571468,37.1994877
3213,"강원도 양양군 양양읍 210-36 번지 3층, 4층",033-673-7050,128.6244877,38.07442434
3212,강원도 인제군 인제읍 388 번지,,128.1652582,38.06075434
3211,강원도 횡성군 횡성읍 281-1 번지 횡성시네마,033-343-1088,128.0292772,37.48397274
3210,강원도 양구군 양구읍 353-1 번지 정중앙시네마 2층,033-482-7053,127.9849739,38.10877605
3209,강원도 강릉시 구정면 478-132 번지,033-645-7200,128.8962672,37.69382267
3208,강원도 원주시 무실동 1857-2 번지,02-1544-8855,127.9310002,37.3337704
3207,강원도 정선군 정선읍 144-9 번지 아리아리 정선시네마,033-563-5703,128.6641251,37.37862738
3206,강원도 춘천시 온의동 587-8 번지 뉴타운빌딩 2층,02-1544-0070,127.7200145,37.86653063
3205,강원도 철원군 철원읍 988-2 번지,033-458-7053,127.2188739,38.21124286
3204,강원도 원주시 반곡동 1903-3 번지 센트럴파크 7층,1544-0070,127.9865923,37.32776483
3203,강원도 삼척시 성남동 173-3 번지,033-575-7053,129.1583504,37.43996041
3201,강원도 평창군 용평면 374-2 번지 용평복지회관 2층,033-334-7053,128.49452,37.64188018
3200,강원도 영월군 영월읍 990-2 번지,033-375-7053,128.4704981,37.18450364
3199,강원도 화천군 화천읍 1-5 번지 2층,033-441-7053,127.7602589,38.12307667
3198,강원도 춘천시 죽림동 189 번지,1544-1122,127.7277089,37.87804175
3197,강원도 홍천군 홍천읍 134-11 번지 홍천군문화센터 1층,033-433-7053,127.9199102,37.69953546
3046,강원도 원주시 단계동 877-1 번지,1544-1122,127.9309407,37.34486764
3043,강원도 강릉시 임당동 119-3 번지,033-645-7415,128.8966654,37.75477856
3042,강원도 동해시 천곡동 864 번지,1544-8855,129.1152154,37.52232928
3039,강원도 춘천시 퇴계동 1017 번지,1544-1122,127.743716,37.8505662
3031,강원도 원주시 단계동 873 번지,1544-0070,127.9297607,37.3450256
3025,강원도 속초시 조양동 1506-1 번지,1544-0070,128.5859111,38.18908617
3024,"강원도 원주시 단구동 1511-2 번지 스타월드 5,6층",1544-8855,127.9487281,37.33084957
2303,"경기도 수원시 팔달구 매산로1가 18 번지 (매산로1가, 수원역사 6층)",02-1544-0070,126.999891,37.26616836
2302,"경기도 파주시 문발로 284, 비동 4층 롯데시네마(문발동, 롯데프리미엄아울렛)",1544-8855,126.6925496,37.71809333
2301,경기도 동두천시 생연동 483-030 번지 364-1,,127.057722,37.90580772
2300,경기도 구리시 갈매동 552-4 번지 B2F,1544-1122,127.1231209,37.63570256
2299,"경기도 화성시 송동 725-1 번지 더샵 동탄센텀폴리스 1,2단지 5,6층",031-372-5064,127.1061981,37.16785599
2297,경기도 남양주시 화도읍 녹촌리 산19 번지 해동본타워,1544-1122,127.2957436,37.64942894
2296,경기도 고양시 일산동구 백석동 1242 번지 고양종합터미널 5~7F CGV 고양백석,1544-1122,126.789699,37.64323326
2294,경기도 용인시 처인구 역북동 89-18 번지,031-334-2299,127.1919224,37.24836329
2293,경기도 화성시 마도면 243-2 번지 마도문화센터 3층,031-355-2731,126.7790231,37.21077917
2292,경기도 남양주시 다산동 6143 번지 다산현대프리미어캠퍼스 지하 2층,1544-1122,127.1520194,37.61329705
2291,경기도 고양시 일산서구 대화동 2307-16 번지 케이트리 201호,031-540-2400,126.7481029,37.66846196
2290,경기도 군포시 금정동 916 번지 AK플라자 금정점 지하1층~지상2층,1544-0070,126.9448589,37.37232244
2289,경기도 광명시 소하동 1344 번지 광명G타워 지하1층~지하2층,1544-0070,126.8941358,37.44582312
2288,경기도 수원시 권선구 호매실동 1397-2 번지 아진스퀘어 7~8층,1544-0070,126.9643336,37.25874894
2287,경기도 광명시 일직동 514 번지 GIDC B2층 CGV광명역,1544-1122,126.8869052,37.42284009
2286,경기도 동두천시 생연동 616-2 번지,031-863-3000,127.0557794,37.90827085
2285,경기도 화성시 동탄면 송리 726-1 번지 라크몽 B1,031-8058-8992,126.9162557,37.15266119
2284,경기도 평택시 장당동 154-2 번지 평택고덕아이파크 103동 3층,031-668-6424,127.0691253,37.03382983
2283,경기도 가평군 조종면 410-6 번지 3층,02-323-1718,127.3481805,37.8178599
2282,경기도 시흥시 능곡동 235-1 번지 6F 롯데시네마 시흥장현,02-1544-8855,126.8069453,37.37118654
2281,경기도 광명시 일직동 512-3 번지 B1 ~ B2층,02-1544-0070,126.8826472,37.41874916
2279,경기도 용인시 기흥구 구갈동 679 번지 기흥ICT밸리 B동 지하2층 CGV 기흥,,127.1193856,37.28003371
2278,경기도 광주시 도척면 534 번지 곤지암리조트 제1주차장,02-6004-5077,127.3174929,37.28034409
2277,경기도 화성시 오산동 967-157 번지 롯데백화점 7층 롯데시네마 동탄,02-1544-8855,127.0973215,37.20037727
2276,경기도 화성시 오산동 967-157 번지 롯데백화점 7층 롯데시네마 동탄,02-1544-8855,127.0973215,37.20037727
2275,경기도 하남시 덕풍동 831-1 번지 지하 1층,1544-8855,127.2041041,37.55888672
2273,경기도 김포시 풍무동 202-1 번지 5층,,126.7235296,37.60698738
2272,경기도 남양주시 별내동 1005 번지 지하 1~2층,02-1544-8855,127.1272973,37.64486038
2271,전라북도 부안군 부안읍 455-51 번지,063-582-1228,126.7261423,35.72425956
2270,경기도 하남시 망월동 1100 번지 힐스테이트 미사역 그랑파사쥬 3층 3074호,031-795-6344,127.1917726,37.56379414
2269,경기도 남양주시 다산동 6141 번지 3~5층,1544-0070,127.1527231,37.61610055
2268,경기도 안성시 공도읍 354 번지 스타필드 안성 3층,1544-0070,127.1992845,37.00317794
2266,경기도 파주시 야당동 1066 번지 601호,,126.7599338,37.71319203
2265,경기도 시흥시 정왕동 1734-2 번지 시화이마트 10층 CGV 정왕,031-434-1230,126.7366988,37.34605303
2264,경기도 수원시 장안구 천천동 516 번지 3층 롯데시네마,,126.9841024,37.30066063
2263,"경기도 포천시 소흘읍 110-3 번지 4,5층",,127.1354719,37.78154411
2262,경기도 용인시 기흥구 고매동 889 번지 리빙파워센터 4층,1544-0070,127.114864,37.22372208
2261,경기도 고양시 덕양구 행신동 762-2 번지 5층 (행신동),,126.8345051,37.61361208
2260,"경기도 양주시 옥정동 963-12 번지 7~8층 (옥정동, 씨네마엠디프라자)",,127.0921391,37.81941516
2259,경기도 수원시 영통구 하동 871-1 번지 갤러리아 백화점 광교점 10층,,127.0573013,37.28486222
2258,경기도 부천시 옥길동 745-5 번지 문영퀸즈파크옥길C동 8층 806호 CGV부천옥길,1544-1122,126.823206,37.46760756
2257,경기도 양주시 장흥면 44-18 번지,,126.950478,37.72455115
2256,경기도 화성시 무송동 681-535 번지 레이크꼬모 B2층(송동),,126.8514477,37.18847162
2255,경기도 포천시 영북면 514-6 번지,031-531-7718,127.2720134,38.09068459
2253,경기도 오산시 원동 124-3 번지,,127.078614,37.14406769
2252,경기도 부천시 옥길동 768 번지,02-1544-0070,126.8139419,37.46151633
2251,경기도 용인시 수지구 성복동 789 번지 롯데몰 수지점 5층,,127.0828406,37.3126632
2250,경기도 화성시 봉담읍 564 번지 2층 221호(프리미엄원희캐슬봉담 ),,126.9399139,37.21912625
2249,경기도 수원시 권선구 금곡동 1114-1 번지 리더스빌딩 10층,02-1544-8855,126.9540909,37.27500416
2248,경기도 포천시 소흘읍 41 번지,031-541-5442,127.139193,37.77616189
2247,경기 가평군 가평읍 석봉로 100,,127.5134766,37.82228738
2246,경기도 용인시 처인구 역북동 802 번지 더와이스퀘어 5층(역북동),,127.1882911,37.2354302
2245,경기도 용인시 기흥구 청덕동 556 번지 용인테크노밸리 A동 지하1층,02-1544-0070,127.1480522,37.29139955
2244,경기도 성남시 수정구 신흥동 4124 번지 신흥역 시네마타워 8~11층,1544-8855,127.1464438,37.44130432
2243,경기도 하남시 학암동 660 번지 스타필드시티위례 5층,,127.1483985,37.48003703
2241,경기도 용인시 기흥구 보라동 308 번지 한국민속촌 자동차극장,031-288-0000,127.1144063,37.25735249
2240,경기도 김포시 구래동 6882-4 번지 두원타워 8층,1544-0070,126.6245065,37.64492924
2239,경기도 부천시 중동 1156 번지,,126.7659098,37.50291802
2238,경기도 용인시 기흥구 구갈동 234 번지,,127.1183525,37.27390422
2237,경기도 용인시 수지구 광교중앙로 295번길 9 W스퀘어 2층,1544-1122,127.0681155,37.2968948
2236,경기도 안성시 석정동 139-1 번지 CGV안성,031-677-3790,127.2571993,37.01216815
2235,"경기도 하남시 망월동 1079-2 번지 4,5층",1544-0070,127.1896363,37.56640382
2234,경기도 화성시 오산동 967-164 번지,010-3409-5303,127.0960371,37.19987683
2233,경기도 시흥시 정왕동 2537-2 번지 베니스스퀘어 7층,,126.7306508,37.36816528
2232,경기도 용인시 처인구 김량장동 301-3 번지 5~8층,031-337-3421,127.2059977,37.23505332
2231,경기도 광주시 역동 16-1 번지,,127.2584599,37.40757842
2230,경기도 성남시 수정구 창곡동 505 번지,070-7239-2200,127.1412573,37.47304482
2229,경기도 고양시 덕양구 동산동 370 번지 스타필드고양 4층,1544-0070,126.8947881,37.6470835
2228,경기도 시흥시 배곧동 199-1 번지 M플러스 7층,02-1544-0070,126.7300753,37.36993009
2226,경기도 파주시 야당동 483-3 번지 에스비프라자 3층,1544-0070,126.7587304,37.7057729
2225,경기도 파주시 목동동 927 번지 17 홈플러스 3층,02-3470-3499,126.7367655,37.72952589
2224,경기도 화성시 향남읍 하길리 1410-1 번지 701호,02-1544-8855,126.9112529,37.08754611
2223,경기도 하남시 신장동 616 번지 스타필드 하남 4층,1544-0070,127.2236968,37.54548481
2222,경기도 고양시 일산동구 백석동 1237 번지 벨라시타 2층,1544-0070,126.792729,37.64244275
2221,"경기도 의정부시 민락동 804-6 번지 해동타워 8,9층",02-1544-8855,127.0965101,37.7442335
2220,"경기도 구리시 인창동 676-2 번지 2-7층 (인창동, 구리맥스)",,127.1420646,37.60181079
2219,경기도 파주시 탄현면 1652-26 번지,031-942-1031,126.6976497,37.79160298
2218,경기도 의정부시 민락동 813-3 번지 메가타워 5층,1544-0070,127.09575,37.74584389
2217,경기도 안양시 만안구 안양동 676-1 번지 9~13층,02-1544-8855,126.9202523,37.39974354
2216,경기도 군포시 산본동 1145-6 번지 10층 (산본동),02-1544-8855,126.9306876,37.35780533
2214,경기도 안양시 동안구 호계동 1039-3 번지 뉴코아 아울렛 11층,1544-1122,126.9511919,37.3891817
2213,경기도 성남시 수정구 시흥동 296-3 번지 파미어스몰 지하 1층 롯데시네마 판교관,02-1544-8855,127.0982499,37.41371661
2212,경기도 부천시 원미구 심곡동 175-6 번지,1544-8855,126.7924829,37.49421207
2211,경기도 안산시 단원구 고잔동 541-1 번지,031-480-3827,126.8389792,37.31715626
2209,경기도 고양시 덕양구 화정동 966-1 번지 시네마플러스 401호,1544-1122,126.8331832,37.63582187
2208,경기도 광주시 경안동 25-3 번지 광주버스터미널2층,1544-8855,127.2612739,37.40956744
2205,경기도 안양시 동안구 호계동 1039 번지,1544-8855,126.9504817,37.39022709
2204,경기도 안양시 동안구 호계동 1039 번지,1544-8855,126.9504817,37.39022709
2202,경기도 양주시 광사동 651-1 번지 해동센트럴타워 9층,1544-0070,127.0801125,37.79619537
2200,경기도 평택시 비전동 1090-2 번지 로이드빌딩 5층 CGV평택소사,,127.1114972,37.00046891
2199,경기도 고양시 일산서구 주엽동 22 번지 그랜드백화점일산점 10층,1544-8855,126.7611681,37.67099979
2189,경기도 양평군 양평읍 422-2 번지,031-771-2154,127.4891363,37.49114795
2188,경기도 용인시 기흥구 중동 833 번지 쥬네브썬월드 7001호,1544-1122,127.1517028,37.27804272
2187,경기도 부천시 원미구 중동 1141-2 번지,1544-8855,126.7924829,37.49421207
2185,경기도 화성시 반송동 96 번지 메타폴리스 A블럭 3층,1544-1122,127.0688788,37.20494138
2184,경기도 남양주시 진접읍 1081-2 번지,1544-8855,127.1866672,37.71201992
2183,경기도 군포시 산본동 1142-2 번지 대우디오플러스 4층,1544-1122,126.9333841,37.35888207
2182,경기도 시흥시 정왕동 2327-2 번지,1544-8855,126.7417337,37.35146003
2180,경기도 고양시 일산서구 대화동 2602 번지 레이킨스몰 3층,1544-0070,126.7515016,37.66792124
2179,경기도 안양시 동안구 관양동 1606 번지 8층,1544-1122,126.9622554,37.392984
2176,"경기도 평택시 평택동 185-579 번지 (평택동, 평택민자역사 8층)",1544-1122,127.0859126,36.99089607
2175,경기도 평택시 서정동 818-36 번지,1544-8855,127.0610167,37.06721085
2172,경기도 수원시 영통구 영통동 960-1 번지 롯데쇼핑플라자 5층,1544-0070,127.0715825,37.2526802
2169,경기도 시흥시 대야동 568-1 번지,1544-1122,126.7917063,37.44698291
2150,"경기도 부천시 원미구 상동 539-1 번지 소풍6층, 7층",1544-1122,126.7924829,37.49421207
2149,경기도 파주시 탄현면 265-10 번지,031-945-0609,126.7352737,37.83399027
2141,경기도 오산시 원동 763-21 번지 오산시네마타운 5층 사무실,1544-8855,127.0703912,37.14605159
2140,경기도 평택시 현덕면 321 번지,031-682-0410,126.9658275,36.95784019
2126,"경기도 고양시 일산동구 장항동 868 번지 (장항동, 웨스턴돔 3층)",1544-1122,126.772642,37.65477595
2125,경기도 용인시 수지구 죽전동 1285 번지 신세계백화점 8층,1544-1122,127.108137,37.32500821
2124,경기도 안산시 단원구 고잔동 539-2 번지 7~10층,1544-8855,126.838038,37.31857121
2122,"경기도 남양주시 호평동 640 번지 메인시네마타워 8,9층",1544-0070,127.2440762,37.65507321
2119,경기도 화성시 병점동 844-1 번지,1544-8855,127.0425889,37.21381862
2118,"경기도 안산시 단원구 고잔동 725-1 번지 (고잔동, NC백화점 A관 6층)",1544-1122,126.8310474,37.31389056
2117,경기도 수원시 장안구 조원동 893 번지 아일렛타운 4층,1544-1122,127.007451,37.30352012
2116,경기도 수원시 팔달구 인계동 1113-11 번지 씨네파크 7층,1544-1122,127.0322604,37.26395354
2114,경기도 오산시 원동 300-8 번지 씨네마아울렛 5층,1544-0070,127.0738937,37.14227144
2113,경기도 부천시 괴안동 113-1 번지 역곡 하이뷰 6층,1544-1122,126.8109932,37.48443833
2112,경기도 성남시 중원구 성남동 3499 번지 뉴코아아울렛 9~10층,,127.1297648,37.4313888
2107,경기도 안산시 상록구 성포동 590 번지 롯데마트 안산점 4층,1544-8855,126.847318,37.31742946
2106,경기도 안산시 상록구 성포동 590 번지 롯데마트 안산점 4층 (성포동 590),1544-8855,126.847318,37.31742946
2102,경기도 성남시 분당구 서현동 262-2 번지 4층,1544-0070,127.1223186,37.3855329
2097,경기도 파주시 문발동 510-1 번지 이채쇼핑몰 C동,1544-0070,126.6877817,37.71382451
2087,경기도 안산시 단원구 고잔동 535-1 번지 신양복합빌딩 9층,1544-0070,126.8356397,37.31794073
2085,"경기도 수원시 영통구 이의동 1338 번지 롯데아울렛 광교점 4,5층",,127.0559211,37.28624403
2075,경기도 성남시 분당구 백현동 541 번지 현대백화점 8층,1544-1122,127.112028,37.3927758
2074,경기도 동두천시 생연동 828-2 번지,031-867-3030,127.0520258,37.90880216
2073,경기도 동두천시 생연동 616-2 번지,031-865-2480,127.0557794,37.90827085
2072,경기도 화성시 반송동 93-2 번지 동탄SR GOLD PLAZA 7층,1544-0070,127.0727963,37.2045432
2068,경기도 안산시 단원구 고잔동 717-2 번지,,126.8289247,37.30878394
2063,"경기도 광명시 광명동 150-19 번지 크로앙스 7,8층",1544-8855,126.8556327,37.47945272
2061,경기도 이천시 중리동 201-1 번지,1544-1122,127.4440948,37.27971927
2059,경기도 고양시 일산동구 장항동 764 번지 라페스타 C 3층,1544-8855,126.768586,37.66156694
2057,경기도 부천시 중동 1164 번지 현대백화점 중동점 U-PLEX 5층,1544-1122,126.7621803,37.50428658
2055,경기도 구리시 인창동 419-7 번지 6~8층 롯데시네마,1544-8855,127.1405308,37.61185971
2054,"경기도 남양주시 별내동 936-4 번지 (별내동,황산빌딩)",1544-0070,127.1265865,37.65580838
2052,경기도 파주시 금촌동 329-158 번지 MH타워 4층,1544-0070,126.774729,37.76491827
2050,경기도 광명시 일직동 500 번지 롯데프리미엄아울렛 광명점 5층,1544-8855,126.8834588,37.42416983
2049,경기도 수원시 권선구 서둔동 296-77 번지,1544-8855,126.9981511,37.26768769
2048,경기도 김포시 운양동 1296-9 번지,1544-1122,126.6840835,37.65483247
2047,경기도 성남시 분당구 서현동 256 번지 서현동 비전월드빌딩,1544-1122,127.1224437,37.38735919
2046,경기도 파주시 문산읍 892 번지 (3층),1544-1122,126.784094,37.8666403
2045,경기도 부천시 원미구 심곡동 383-1 번지 심곡동 시네마존 6층~8층,1544-1122,126.7924829,37.49421207
2042,경기도 평택시 비전동 830-1 번지 뉴코아 아울렛 백화점 10층,1544-8855,127.1125439,36.99544904
2041,경기도 김포시 걸포동 1574-3 번지,1544-1122,126.7072886,37.63220809
2040,"경기도 의정부시 의정부동 494 번지 센트럴타워 14,15층",1544-1122,127.0435898,37.73803509
2038,경기도 광명시 철산동 436 번지 덕수빌딩 4층,1544-1122,126.8697507,37.47510025
2037,경기도 수원시 팔달구 팔달로3가 84-5 번지,1544-0070,127.0159093,37.27628631
2036,경기도 안양시 동안구 관양동 1502-6 번지 아이퍼스트타워 7층,1544-8855,126.9761476,37.40033435
2035,경기도 남양주시 화도읍 255-24 번지 롯데마트 마석점,1544-8855,127.3093984,37.65034972
2019,경기도 안양시 만안구 안양동 88-1 번지,1544-8855,126.9200735,37.40503974
2011,경기도 성남시 분당구 야탑동 341 번지 테마폴리스 B2F,1544-1122,127.1273264,37.41309429
2010,경기도 성남시 분당구 구미동 159 번지 월드쇼핑 4층,1544-1122,127.1069707,37.34004544
2007,경기도 수원시 권선구 권선동 1189 번지 수원버스터미널 4층,1544-0070,127.0208849,37.25044169
1293,서울특별시 강남구 역삼동 816 번지 지하 3층,,127.0269163,37.50037587
1291,서울특별시 양천구 목동 916 번지 현대백화점 목동점 지하2층~지하3층,1544-0070,126.8750346,37.52685398
1290,서울특별시 동작구 신대방동 686-48 번지 B2F 롯데시네마 신대방,02-1544-8855,126.9052296,37.48631642
1289,서울특별시 도봉구 방학동 707-6 번지 모비우스스퀘어 8층,1544-1122,127.0436656,37.66533777
1286,부산광역시 부산진구 부전동 521-1 번지 KT&G 상상마당부산 8~12층,,129.0572993,35.15426017
1284,서울특별시 서초구 서초동 1335 번지 B2층,,127.0261779,37.48908721
1283,서울특별시 마포구 동교동 167-2 번지 LC TOWER 7~10층,1544-1122,126.9259043,37.55767104
1282,서울특별시 서대문구 연희동 194-25 번지 스페이스독 지하1층,070-7780-0962,126.9309297,37.5651583
1281,서울특별시 중랑구 묵동 234-1 번지 롯데시네마 중랑,02-1544-8855,127.0760087,37.61514351
1277,서울특별시 강남구 도곡동 174-3 번지 롯데시네마 도곡,02-3470-3493,127.047131,37.48745258
1274,서울특별시 성동구 성수동1가 656-335 번지 메가박스 스퀘어 3층,1544-0070,127.0449555,37.54186996
1272,서울특별시 마포구 동교동 160-4 번지 아일렉스 7층,02-1544-0070,126.9220933,37.55606631
1271,서울특별시 성북구 동선동1가 1-2 번지 유타몰 10~12층,,127.0171768,37.59260528
1270,서울특별시 강서구 등촌동 639-23 번지 브릭시티몰 3층 CGV 등촌,1544-1122,126.8560459,37.55786692
1269,울산광역시 북구 진장동 120-9 번지 2층 CGV 울산진장,,129.3536803,35.57633374
1268,서울특별시 광진구 군자동 477-12 번지,02-482-8746,127.0783377,37.55578883
1267,"서울특별시 마포구 성산동 515 번지 경기장 지하1층, 지상1,2층",02-1544-0070,126.8984107,37.56944834
1258,서울특별시 강동구 성내동 549-1 번지,02-482-8746,127.1251491,37.52853144
1257,서울특별시 강북구 수유동 168-12 번지,,127.0298532,37.64239225
1251,서울특별시 광진구 자양동 9-4 번지 몰오브케이 3층,1544-1122,127.0669342,37.53978737
1248,서울특별시 구로구 구로동 3-25 번지 신도림테크노마트 11층~14층,,126.890319,37.50697347
1247,서울특별시 중구 을지로6가 17-2 번지,,127.0077324,37.56864337
1246,서울특별시 강서구 마곡동 797-1 번지 퀸즈파크나인 B동 4층 메가박스 마곡지점,02-1544-0070,126.8352227,37.55930217
1245,서울특별시 용산구 한강로3가 40-999 번지 아이파크몰 6층,,126.9641565,37.52955711
1244,서울특별시 강북구 번동 449-1 번지 10~14층,02-1544-8855,127.0238177,37.63569267
1243,서울특별시 도봉구 창동 715-14 번지,02-1544-0070,127.0387723,37.65460076
1242,서울특별시 강남구 신사동 532-1 번지 대원빌딩 B2,070-8233-4321,127.0220201,37.52300733
1241,서울특별시 송파구 문정동 618 번지 204동 지하1층,02-1544-0070,127.1236662,37.48060439
1240,서울특별시 노원구 상계동 727-1 번지 조광빌딩 지하 1층,02-951-0206,127.0614398,37.65416016
1239,"서울특별시 은평구 진관동 79-31, 롯데몰 5층",02-1544-8855,126.9179908,37.63692055
1237,서울특별시 종로구 신문로2가 1-181 번지 복합문화공간에무,02-730-5604,126.9690207,37.57207774
1236,서울특별시 중랑구 상봉동 501 번지 상봉듀오트리스 B2F,1544-1122,127.0922414,37.59744027
1235,서울특별시 노원구 상계동 1132-35 번지 3~9층,1544-8855,127.0556507,37.67655784
1234,서울특별시 강서구 등촌동 73-1 번지 롯데시네마 가양,070-7434-4064,126.8532673,37.56161067
1230,서울특별시 강동구 천호동 42 번지 홈플러스 4층,1544-1122,127.1422507,37.54571757
1228,서울특별시 강서구 화곡동 1073-10 번지 메가스퀘어 4층,1544-0070,126.8375681,37.54058672
1227,서울특별시 종로구 낙원동 288 번지 낙원상가 4층,02-3672-4232,126.9876448,37.57221713
1226,서울특별시 금천구 독산동 291-5 번지,1544-8855,126.8974528,37.46940707
1225,"서울특별시 송파구 신천동 29 번지 신천동,엔터동롯데시네마(5~11F)",1544-8855,127.1034332,37.51310087
1224,"서울특별시 송파구 신천동 29 번지 신천동, 엔터동롯데시네마(5~11F)",1544-8855,127.1034332,37.51310087
1222,서울특별시 마포구 동교동 159-8 번지 동교동,1544-1122,126.9227568,37.55642354
1221,전라북도 무주군 무주읍 1199-3 번지 무주예체문화관 2층,063-322-7053,127.6066693,35.99980241
1217,"서울특별시 구로구 신도림동 692 번지 디큐브시티 제타워동 7,8층 일부",1544-8855,126.8888975,37.50858459
1216,서울특별시 노원구 중계동 506-1 번지 건영백화점 지하1층,1544-1122,127.0647543,37.63882629
1210,전라북도 김제시 검산동 산62-1 번지 김제시 지평선 시네마,063-547-1501,126.9009673,35.81464711
1208,서울특별시 용산구 한강로3가 16-9 번지 용산전자랜드4~5F,1544-8855,126.9597279,37.53281443
1207,경기도 안성시 공도읍 306 번지,1544-8855,127.1996132,37.00781463
